117 -2.06295 0 0.478391
118 -1.85097 0 0.926053
119 -0.876288 0 3.66325
120 0.619833 0.4 3.07139
121 -0.861372 0.15 3.15277
122 0.57916 0.4 3.61568
123 -0.50173 1.05 4.01683
124 2.47622 0 6.19355
125 -0.847237 0.05 2.61623
126 -1.26923 0 2.40502
127 3.71943 0 4.71964
128 -0.346842 1.4 3.20595
129 -0.359324 0.95 3.31108
130 0.445229 1.15 3.19485
131 1.17575 0 6.02037
132 -1.2381 0 2.71111
133 -1.25781 0 2.59666
134 1.02749 0.05 4.10718
135 2.27434 0 1.94386
136 -1.38385 0 5.32162
137 1.0719 0 2.37595
138 1.60777 0 5.52841
139 0.104387 2.5 3.59867
140 -0.40335 1.25 3.51505
141 -2.00552 0 4.51987
142 -0.232721 1.8 3.48086
143 0.468769 0.85 3.26927
144 0.615039 0.5 3.3346
145 -2.40096 0 7.99491
146 1.1113 0 5.95682
147 -0.62572 0.55 3.15131
148 1.99691 0 0.68405
149 -0.171943 2.15 3.47454
150 4.05393 0 3.33771
151 0.64071 0.45 3.36475
152 1.24677 0 1.07057
153 -0.872071 0.1 4.1787
154 -0.651569 0.25 3.34935
155 -0.614538 0.65 3.23886
156 -0.0901994 2.3 3.50819
157 1.32819 0 5.46416
158 1.96109 0 8.08661
159 -2.57072 0 5.04927
160 -0.596764 0.2 3.27289
161 1.45252 0 3.41398
162 -0.265677 1.55 3.34201
163 -2.88365 0 3.73962
164 -2.05283 0 9.60924
165 -0.965989 0 4.47707
166 1.74508 0 1.51488
167 -0.239374 1.95 3.15813
168 -1.06821 0.1 2.66405
169 1.66437 0 4.24217
170 -0.10852 2.2 3.40915
171 -1.17604 0 3.54812
172 0.414691 1.1 3.90202
173 -1.15689 0 3.75842
174 1.115 0.05 2.10308
175 -0.939922 0.1 2.6788
176 -0.564444 0.8 2.97612
177 -0.168067 2.15 3.19027
178 -2.15968 0 3.26006
179 1.00005 0.05 3.25546
180 -1.87269 0 6.07538
181 -1.13695 0 4.47136
182 2.60175 0 5.09997
183 -2.04119 0 2.87224
184 0.848274 0.1 3.00089
185 -3.95518 0 3.1
186 2.40984 0 8.48191
187 0.35833 1.25 3.41033
188 -0.599212 0.75 3.71728
189 1.72237 0 0.394675
190 0.279452 1.8 3.17711
191 -0.539137 0.65 3.34215
192 -1.51746 0 3.07661
193 1.09957 0 2.72009
194 -1.5285 0 3.53882
195 0.933126 0 3.07492
196 -1.63541 0 7.49296
197 -0.650864 0.5 3.53464
198 -2.35319 0 2.58128
199 1.81436 0 5.66808
